Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
65	:	1695761129.935	    32.357	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/56231783/romanos_90.mp3
66	:	1695761162.298	    31.928	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/54960815/romanos_78.mp3
67	:	1695761194.233	    30.162	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/56474538/romanos_94.mp3
68	:	1695761224.402	    27.489	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/55763354/romanos_80.mp3
69	:	1695761251.895	    28.321	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://api.spreaker.com/download/episode/52706450/02_12.mp3
70	:	1695761280.220	   157.366	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://audio3.redcircle.com/episodes/81ed922b-1731-4112-b037-5916ccc68011/stream.mp3
71	:	1695761437.594	   185.503	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://audio3.redcircle.com/episodes/903d9777-6398-46cd-ab21-0c5e00334f38/stream.mp3
72	:	1695761623.105	   128.384	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://audio3.redcircle.com/episodes/898c5170-b12c-421b-b2d9-337cd7a40c34/stream.mp3
73	:	1695761751.495	   112.799	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://audio3.redcircle.com/episodes/7dec5776-82d3-4fd2-a360-2ccb4b0d70c3/stream.mp3
74	:	1695761864.300	   155.802	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://audio3.redcircle.com/episodes/681fd92e-b99a-444a-8034-9ed3276d74b3/stream.mp3
75	:	1695762020.109	   169.111	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://audio3.redcircle.com/episodes/3ada9a5e-3aae-41e4-ba55-00612d8387bc/stream.mp3
76	:	1695762189.227	   188.177	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://audio3.redcircle.com/episodes/194a2e74-06eb-4682-b51b-ba548238d4b8/stream.mp3
77	:	1695762377.410	   154.809	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://audio3.redcircle.com/episodes/c670ff5d-7d1e-4c8f-af5a-1ccd3d4e09b4/stream.mp3
78	:	1695762532.227	   135.789	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://audio3.redcircle.com/episodes/ca872f63-fd0f-4bfc-9afe-522443901026/stream.mp3
79	:	1695762668.023	   120.763	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2023/6/14/family_room_2023-06-14%2011:00.mp3
80	:	1695762788.794	   122.630	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2023/4/12/family_room_2023-04-12%2011:00.mp3
81	:	1695762911.436	   123.740	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2023/4/19/family_room_2023-04-19%2011:00.mp3
82	:	1695763035.189	   123.509	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2023/8/9/family_room_2023-08-09%2011:00.mp3
83	:	1695763158.706	   125.491	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2023/4/26/family_room_2023-04-26%2011:00.mp3
84	:	1695763284.207	   123.776	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2023/4/5/family_room_2023-04-05%2011:00.mp3
85	:	1695763407.995	   122.304	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2023/5/10/family_room_2023-05-10%2011:00.mp3
86	:	1695763530.310	   124.320	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2023/5/17/family_room_2023-05-17%2011:00.mp3
87	:	1695763654.640	   123.150	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2023/8/23/family_room_2023-08-23%2011:00.mp3
88	:	1695763777.800	   121.949	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2023/8/2/family_room_2023-08-02%2011:00.mp3
89	:	1695763899.757	   123.006	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2023/5/31/family_room_2023-05-31%2011:00.mp3
90	:	1695764022.776	   121.083	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2023/8/16/family_room_2023-08-16%2011:00.mp3
91	:	1695764143.868	   124.180	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2023/7/26/family_room_2023-07-26%2011:00.mp3
92	:	1695764268.056	   122.967	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2022/10/5/family_room_2022-10-05%2011:00.mp3
93	:	1695764391.033	   123.191	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2023/7/19/family_room_2023-07-19%2011:00.mp3
94	:	1695764514.233	   121.931	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2023/5/24/family_room_2023-05-24%2011:00.mp3
95	:	1695764636.175	   123.361	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2023/5/3/family_room_2023-05-03%2011:00.mp3
96	:	1695764759.546	   122.111	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2023/6/7/family_room_2023-06-07%2011:00.mp3
97	:	1695764881.667	   122.601	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2023/6/28/family_room_2023-06-28%2011:00.mp3
98	:	1695765004.282	   125.427	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2022/11/16/family_room_2022-11-16%2011:00.mp3
99	:	1695765129.720	   122.433	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2022/9/14/family_room_2022-09-14%2011:00.mp3
100	:	1695765252.163	   122.516	0	380	0	0	bash ~/projects/testing/podcasts/mixedTranscription/diarizeOne.sh 0 https://am1160.atl.org/podcasts/recordings/2023/7/5/family_room_2023-07-05%2011:00.mp3
