Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
64	:	1695751387.825	   230.634	0	3683	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/56231733/romanos_89.mp3
68	:	1695751484.917	   141.747	0	3506	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/55763354/romanos_80.mp3
65	:	1695751401.819	   263.464	0	7402	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/56231783/romanos_90.mp3
67	:	1695751480.971	   223.703	0	4893	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/56474538/romanos_94.mp3
66	:	1695751431.857	   322.199	0	7920	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/54960815/romanos_78.mp3
49	:	1695750731.881	  1049.957	0	5267	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/54496898/romanos_75.mp3
37	:	1695749720.292	  2091.119	0	55768	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://abacuswealth.com/podcast-download/31479/if-money-were-easy-so-you-want-to-be-a-real-estate-mogul.mp3
34	:	1695748830.421	  3072.237	0	43763	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://abacuswealth.com/podcast-download/30781/if-money-were-easy-divorce-and-your-money-how-to-maintain-your-financial-health-with-lara-lamb.mp3
69	:	1695751507.454	   395.967	0	3863	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://api.spreaker.com/download/episode/52706450/02_12.mp3
17	:	1695744449.032	  7534.753	0	111737	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://audio1.redcircle.com/episodes/d9788369-2518-4aa1-9f35-1b7ce7009847/stream.mp3
36	:	1695749710.585	  2521.576	0	42653	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://abacuswealth.com/podcast-download/31534/if-money-were-easy-finding-your-moneyzen-with-manisha-thakor.mp3
21	:	1695745072.129	  7914.656	0	164725	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://audio1.redcircle.com/episodes/fb45b1f8-39d0-4e39-b44d-b3332a405b4b/stream.mp3
22	:	1695745218.593	  7824.116	0	156611	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://audio1.redcircle.com/episodes/fedb5191-bc43-4ed5-a6e6-bc6a17fa5b1f/stream.mp3
10	:	1695744449.007	  9187.416	0	157406	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://audio1.redcircle.com/episodes/5f94c7d0-92a8-47b8-9d01-89027e04246d/stream.mp3
23	:	1695746571.533	  7456.062	0	145658	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://audio1.redcircle.com/episodes/9bca9e4c-2331-4e67-80e5-b15605c45495/stream.mp3
73	:	1695751614.498	  2746.374	0	88794	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://audio3.redcircle.com/episodes/7dec5776-82d3-4fd2-a360-2ccb4b0d70c3/stream.mp3
27	:	1695747100.617	  8276.579	0	171403	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://audio4.redcircle.com/episodes/fe5bad69-f1a7-4603-ba74-861c4e4f8b98/stream.mp3
80	:	1695751811.443	  3797.250	0	79571	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2023/4/12/family_room_2023-04-12%2011:00.mp3
78	:	1695751754.074	  3870.285	0	111799	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://audio3.redcircle.com/episodes/ca872f63-fd0f-4bfc-9afe-522443901026/stream.mp3
84	:	1695752232.176	  3405.541	0	87088	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2023/4/5/family_room_2023-04-05%2011:00.mp3
81	:	1695751902.689	  3739.254	0	84862	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2023/4/19/family_room_2023-04-19%2011:00.mp3
83	:	1695751983.821	  3689.619	0	90522	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2023/4/26/family_room_2023-04-26%2011:00.mp3
79	:	1695751781.851	  3931.534	0	71497	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2023/6/14/family_room_2023-06-14%2011:00.mp3
82	:	1695751903.437	  3887.149	0	75644	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2023/8/9/family_room_2023-08-09%2011:00.mp3
77	:	1695751704.689	  4107.216	0	118646	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://audio3.redcircle.com/episodes/c670ff5d-7d1e-4c8f-af5a-1ccd3d4e09b4/stream.mp3
74	:	1695751618.481	  4238.216	0	128725	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://audio3.redcircle.com/episodes/681fd92e-b99a-444a-8034-9ed3276d74b3/stream.mp3
72	:	1695751552.817	  4405.236	0	170149	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://audio3.redcircle.com/episodes/898c5170-b12c-421b-b2d9-337cd7a40c34/stream.mp3
71	:	1695751526.615	  4532.410	0	95505	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://audio3.redcircle.com/episodes/903d9777-6398-46cd-ab21-0c5e00334f38/stream.mp3
70	:	1695751507.513	  4668.331	0	114864	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://audio3.redcircle.com/episodes/81ed922b-1731-4112-b037-5916ccc68011/stream.mp3
86	:	1695753042.752	  3240.825	0	72848	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2023/5/17/family_room_2023-05-17%2011:00.mp3
85	:	1695752986.829	  3437.927	0	95076	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2023/5/10/family_room_2023-05-10%2011:00.mp3
75	:	1695751626.681	  5044.595	0	124723	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://audio3.redcircle.com/episodes/3ada9a5e-3aae-41e4-ba55-00612d8387bc/stream.mp3
87	:	1695753636.461	  3302.454	0	84684	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2023/8/23/family_room_2023-08-23%2011:00.mp3
88	:	1695754027.611	  3134.569	0	89028	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2023/8/2/family_room_2023-08-02%2011:00.mp3
89	:	1695754360.890	  2879.148	0	81710	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2023/5/31/family_room_2023-05-31%2011:00.mp3
76	:	1695751665.305	  5843.576	0	111539	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://audio3.redcircle.com/episodes/194a2e74-06eb-4682-b51b-ba548238d4b8/stream.mp3
90	:	1695755377.230	  2744.457	0	69573	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2023/8/16/family_room_2023-08-16%2011:00.mp3
95	:	1695755673.477	  2548.733	0	100494	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2023/5/3/family_room_2023-05-03%2011:00.mp3
92	:	1695755624.370	  2614.644	0	97132	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2022/10/5/family_room_2022-10-05%2011:00.mp3
94	:	1695755641.960	  2608.052	0	86420	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2023/5/24/family_room_2023-05-24%2011:00.mp3
93	:	1695755637.733	  2636.116	0	78495	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2023/7/19/family_room_2023-07-19%2011:00.mp3
91	:	1695755608.707	  2689.882	0	71647	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2023/7/26/family_room_2023-07-26%2011:00.mp3
96	:	1695755713.425	  2589.779	0	89139	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2023/6/7/family_room_2023-06-07%2011:00.mp3
98	:	1695755811.933	  2508.103	0	83099	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2022/11/16/family_room_2022-11-16%2011:00.mp3
100	:	1695755958.085	  2373.894	0	76620	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2023/7/5/family_room_2023-07-05%2011:00.mp3
97	:	1695755790.617	  2591.000	0	89003	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2023/6/28/family_room_2023-06-28%2011:00.mp3
99	:	1695755856.726	  2530.937	0	77540	0	0	bash ~/projects/testing/podcasts/mixedTranscription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2022/9/14/family_room_2022-09-14%2011:00.mp3
