Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
54	:	1695264235.479	    77.655	0	2539	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/54960817/romanos_77.mp3
51	:	1695264230.289	    83.440	0	3413	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/56263241/romanos_92.mp3
56	:	1695264239.032	    76.776	0	2931	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/55994189/romanos_82.mp3
45	:	1695264226.012	    91.389	0	2699	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/56474539/romanos_95.mp3
63	:	1695264252.031	    66.573	0	1831	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/56118382/romanos_87.mp3
61	:	1695264246.769	    79.253	0	2700	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/56118380/romanos_86.mp3
73	:	1695264259.120	    71.104	0	3881	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://audio3.redcircle.com/episodes/7dec5776-82d3-4fd2-a360-2ccb4b0d70c3/stream.mp3
60	:	1695264246.442	    84.029	0	3020	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/56040000/romanos_83.mp3
68	:	1695264257.364	    75.350	0	2348	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/55763354/romanos_80.mp3
62	:	1695264248.897	    84.352	0	3209	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/56118381/romanos_88.mp3
58	:	1695264242.010	    91.490	0	3061	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/56039999/romanos_84.mp3
74	:	1695264259.767	    76.424	0	3824	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://audio3.redcircle.com/episodes/681fd92e-b99a-444a-8034-9ed3276d74b3/stream.mp3
65	:	1695264253.196	    84.161	0	3117	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/56231783/romanos_90.mp3
77	:	1695264261.180	    76.440	0	3885	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://audio3.redcircle.com/episodes/c670ff5d-7d1e-4c8f-af5a-1ccd3d4e09b4/stream.mp3
64	:	1695264252.775	    86.416	0	2406	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/56231733/romanos_89.mp3
52	:	1695264230.489	   110.209	0	2586	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/54496900/romanos_74.mp3
75	:	1695264259.995	    83.151	0	3645	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://audio3.redcircle.com/episodes/3ada9a5e-3aae-41e4-ba55-00612d8387bc/stream.mp3
80	:	1695264275.183	    67.980	0	3504	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2023/4/12/family_room_2023-04-12%2011:00.mp3
76	:	1695264260.435	    85.080	0	3663	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://audio3.redcircle.com/episodes/194a2e74-06eb-4682-b51b-ba548238d4b8/stream.mp3
46	:	1695264226.756	   119.131	0	2672	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/54250441/romanos_72.mp3
59	:	1695264244.152	   101.858	0	2709	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/56263242/romanos_93.mp3
81	:	1695264280.243	    66.750	0	3147	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2023/4/19/family_room_2023-04-19%2011:00.mp3
48	:	1695264228.620	   118.448	0	2955	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/54250443/romanos_71.mp3
70	:	1695264258.122	    89.009	0	3445	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://audio3.redcircle.com/episodes/81ed922b-1731-4112-b037-5916ccc68011/stream.mp3
71	:	1695264258.662	    89.325	0	2648	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://audio3.redcircle.com/episodes/903d9777-6398-46cd-ab21-0c5e00334f38/stream.mp3
78	:	1695264263.112	    86.487	0	4326	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://audio3.redcircle.com/episodes/ca872f63-fd0f-4bfc-9afe-522443901026/stream.mp3
72	:	1695264258.670	    91.056	0	4608	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://audio3.redcircle.com/episodes/898c5170-b12c-421b-b2d9-337cd7a40c34/stream.mp3
79	:	1695264267.782	    83.526	0	3501	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2023/6/14/family_room_2023-06-14%2011:00.mp3
66	:	1695264253.630	    99.067	0	2550	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/54960815/romanos_78.mp3
44	:	1695264224.968	   130.697	0	2617	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/56597892/romanos_97.mp3
40	:	1695264156.920	   204.668	0	2404	1	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/56597897/romanos_99.mp3
57	:	1695264240.413	   122.463	0	2351	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/56039998/romanos_85.mp3
83	:	1695264301.611	    65.872	0	3739	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2023/4/26/family_room_2023-04-26%2011:00.mp3
82	:	1695264300.889	    68.189	0	3183	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2023/8/9/family_room_2023-08-09%2011:00.mp3
49	:	1695264229.194	   140.230	0	2674	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/54496898/romanos_75.mp3
55	:	1695264236.082	   136.338	0	2790	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/55994188/romanos_81.mp3
84	:	1695264313.150	    65.567	0	3364	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2023/4/5/family_room_2023-04-05%2011:00.mp3
87	:	1695264317.417	    62.450	0	3006	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2023/8/23/family_room_2023-08-23%2011:00.mp3
85	:	1695264313.746	    72.111	0	3735	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2023/5/10/family_room_2023-05-10%2011:00.mp3
88	:	1695264318.610	    67.457	0	4107	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2023/8/2/family_room_2023-08-02%2011:00.mp3
86	:	1695264315.826	    70.854	0	3569	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2023/5/17/family_room_2023-05-17%2011:00.mp3
89	:	1695264326.030	    68.700	0	3462	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2023/5/31/family_room_2023-05-31%2011:00.mp3
91	:	1695264330.486	    67.898	0	3975	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2023/7/26/family_room_2023-07-26%2011:00.mp3
93	:	1695264333.258	    65.846	0	3971	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2023/7/19/family_room_2023-07-19%2011:00.mp3
99	:	1695264340.706	    59.248	0	3610	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2022/9/14/family_room_2022-09-14%2011:00.mp3
90	:	1695264330.232	    70.369	0	4018	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2023/8/16/family_room_2023-08-16%2011:00.mp3
98	:	1695264339.209	    62.396	0	3241	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2022/11/16/family_room_2022-11-16%2011:00.mp3
96	:	1695264337.374	    65.100	0	4052	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2023/6/7/family_room_2023-06-07%2011:00.mp3
94	:	1695264333.509	    69.085	0	3402	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2023/5/24/family_room_2023-05-24%2011:00.mp3
92	:	1695264332.722	    70.122	0	3659	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2022/10/5/family_room_2022-10-05%2011:00.mp3
95	:	1695264336.200	    69.036	0	3175	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2023/5/3/family_room_2023-05-03%2011:00.mp3
100	:	1695264343.154	    65.422	0	3087	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2023/7/5/family_room_2023-07-05%2011:00.mp3
97	:	1695264337.630	    72.943	0	3843	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://am1160.atl.org/podcasts/recordings/2023/6/28/family_room_2023-06-28%2011:00.mp3
50	:	1695264229.320	   184.687	0	1742	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/54496899/romanos_76.mp3
67	:	1695264253.876	   176.200	0	2149	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/56474538/romanos_94.mp3
69	:	1695264258.026	   181.971	0	2649	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://api.spreaker.com/download/episode/52706450/02_12.mp3
47	:	1695264228.328	   238.787	0	2260	0	0	bash ~/projects/testing/podcasts/transcription/transcribeOne.sh https://dts.podtrac.com/redirect.mp3/api.spreaker.com/download/episode/54250442/romanos_73.mp3
